ID_Chamado,ID_Cliente,Hora_Abertura_Chamado,Hora_Inicio_Atendimento,Hora_Finalizacao_Atendimento
28267,94995216374,11/04/2025 às 12:21:59,11/04/2025 às 12:21:59,11/04/2025 às 12:24:37
28268,94995216374,19/04/2025 às 19:24:23,19/04/2025 às 19:29:58,19/04/2025 às 19:47:25
28269,94995289478,24/05/2025 às 11:12:07,24/05/2025 às 11:12:07,24/05/2025 às 11:20:10
28270,95002199596,22/01/2025 às 18:11:22,22/01/2025 às 18:11:22,22/01/2025 às 18:17:58
28271,95002199596,11/01/2025 às 01:32:59,11/01/2025 às 01:35:33,11/01/2025 às 01:52:41
28272,95002199596,21/05/2025 às 13:19:00,21/05/2025 às 13:22:25,21/05/2025 às 13:41:16
28273,95002199596,18/02/2025 às 21:48:09,18/02/2025 às 21:57:18,18/02/2025 às 22:19:47
28274,95002199596,10/06/2025 às 07:43:57,10/06/2025 às 07:48:16,10/06/2025 às 08:01:15
28275,95002199596,07/01/2025 às 06:34:34,07/01/2025 às 06:41:01,07/01/2025 às 07:00:21
28276,95002199596,09/03/2025 às 11:58:55,09/03/2025 às 12:12:54,09/03/2025 às 12:23:52
28277,95002199596,03/03/2025 às 16:26:21,03/03/2025 às 16:43:10,03/03/2025 às 17:07:40
28278,95009611442,04/02/2025 às 00:45:50,04/02/2025 às 00:45:50,04/02/2025 às 00:47:00
28279,95009611442,16/02/2025 às 17:39:49,16/02/2025 às 17:43:35,16/02/2025 às 18:38:26
28280,95010521969,12/06/2025 às 23:54:16,12/06/2025 às 23:54:16,13/06/2025 às 00:03:41
28281,95013721477,03/01/2025 às 01:46:49,03/01/2025 às 01:46:49,03/01/2025 às 01:50:01
28282,95017656537,07/03/2025 às 04:39:37,07/03/2025 às 04:39:37,07/03/2025 às 04:55:09
28283,95019902499,15/05/2025 às 06:48:42,15/05/2025 às 06:48:42,15/05/2025 às 07:07:58
28284,95024679008,21/03/2025 às 03:09:06,21/03/2025 às 03:09:06,21/03/2025 às 03:13:13
28285,95024953665,22/06/2025 às 06:58:21,22/06/2025 às 06:58:21,22/06/2025 às 07:01:37
28286,95025839698,28/02/2025 às 08:31:10,28/02/2025 às 08:31:10,28/02/2025 às 08:42:32
28287,95025839698,15/01/2025 às 12:57:27,15/01/2025 às 13:00:29,15/01/2025 às 13:29:17
28288,95025839698,04/06/2025 às 22:13:12,04/06/2025 às 22:25:50,04/06/2025 às 23:21:46
28289,95025839698,26/04/2025 às 06:20:40,26/04/2025 às 06:29:58,26/04/2025 às 07:49:42
28290,95025839698,11/04/2025 às 18:46:31,11/04/2025 às 18:53:59,11/04/2025 às 19:14:19
28291,95025839698,07/05/2025 às 14:18:57,07/05/2025 às 14:38:52,07/05/2025 às 15:31:32
28292,95027597822,22/01/2025 às 11:52:32,22/01/2025 às 11:52:32,22/01/2025 às 12:03:11
28293,95031428064,18/01/2025 às 10:33:27,18/01/2025 às 10:33:27,18/01/2025 às 10:37:24
28294,95040180876,07/04/2025 às 22:04:57,07/04/2025 às 22:04:57,07/04/2025 às 22:06:13
28295,95042005048,02/05/2025 às 07:17:51,02/05/2025 às 07:17:51,02/05/2025 às 07:18:49
28296,95044670430,22/04/2025 às 16:10:45,22/04/2025 às 16:10:45,22/04/2025 às 16:14:31
28297,95049639600,20/03/2025 às 23:33:30,20/03/2025 às 23:33:30,20/03/2025 às 23:48:56
28298,95049639600,13/01/2025 às 00:27:38,13/01/2025 às 00:29:54,13/01/2025 às 01:20:12
28299,95052351765,14/04/2025 às 10:20:46,14/04/2025 às 10:20:46,14/04/2025 às 10:29:09
28300,95056786906,09/05/2025 às 23:40:53,09/05/2025 às 23:40:53,09/05/2025 às 23:50:40
28301,95062278317,18/06/2025 às 17:38:13,18/06/2025 às 17:38:13,18/06/2025 às 17:39:03
28302,95066616732,15/02/2025 às 02:44:22,15/02/2025 às 02:44:22,15/02/2025 às 02:51:01
28303,95066616732,18/01/2025 às 06:12:08,18/01/2025 às 06:21:43,18/01/2025 às 06:46:30
28304,95066616732,25/05/2025 às 15:00:25,25/05/2025 às 15:03:14,25/05/2025 às 15:27:43
28305,95066616732,04/02/2025 às 03:55:39,04/02/2025 às 03:57:42,04/02/2025 às 04:16:12
28306,95066616732,19/05/2025 às 08:47:18,19/05/2025 às 08:54:47,19/05/2025 às 09:22:05
28307,95066616732,21/02/2025 às 06:08:34,21/02/2025 às 06:15:11,21/02/2025 às 06:42:09
28308,95066616732,14/03/2025 às 01:53:13,14/03/2025 às 02:09:23,14/03/2025 às 02:36:45
28309,95066616732,22/05/2025 às 11:20:38,22/05/2025 às 11:34:27,22/05/2025 às 11:55:37
28310,95066616732,23/04/2025 às 18:46:11,23/04/2025 às 19:02:09,23/04/2025 às 19:13:01
28311,95072551126,06/06/2025 às 16:48:01,06/06/2025 às 16:48:01,06/06/2025 às 16:50:40
28312,95083546111,28/01/2025 às 20:42:10,28/01/2025 às 20:42:10,28/01/2025 às 20:51:09
28313,95083546111,02/06/2025 às 18:03:58,02/06/2025 às 18:05:34,02/06/2025 às 18:32:24
28314,95085860633,29/04/2025 às 05:12:15,29/04/2025 às 05:12:15,29/04/2025 às 05:18:20
28315,95089046297,24/05/2025 às 13:48:23,24/05/2025 às 13:48:23,24/05/2025 às 13:55:45
28316,95099474635,19/05/2025 às 20:51:55,19/05/2025 às 20:51:55,19/05/2025 às 21:10:19
28317,95110375252,16/01/2025 às 00:10:52,16/01/2025 às 00:10:52,16/01/2025 às 00:20:24
28318,95110375252,26/06/2025 às 19:46:30,26/06/2025 às 19:53:20,26/06/2025 às 20:08:21
28319,95110375252,23/05/2025 às 22:54:33,23/05/2025 às 22:57:17,23/05/2025 às 23:24:42
28320,95110375252,20/06/2025 às 14:29:06,20/06/2025 às 14:35:41,20/06/2025 às 14:55:51
28321,95110375252,03/03/2025 às 22:33:00,03/03/2025 às 22:35:14,03/03/2025 às 22:45:20
28322,95110375252,19/03/2025 às 21:44:38,19/03/2025 às 22:00:57,19/03/2025 às 22:23:47
28323,95115231179,10/06/2025 às 05:50:09,10/06/2025 às 05:50:09,10/06/2025 às 05:51:01
28324,95115433805,08/05/2025 às 03:32:43,08/05/2025 às 03:32:43,08/05/2025 às 03:40:57
28325,95115433805,21/06/2025 às 16:03:53,21/06/2025 às 16:12:30,21/06/2025 às 16:32:39
28326,95115433805,20/05/2025 às 03:19:52,20/05/2025 às 03:25:15,20/05/2025 às 04:11:07
28327,95115433805,24/01/2025 às 03:58:14,24/01/2025 às 04:17:03,24/01/2025 às 04:50:31
28328,95115433805,12/06/2025 às 10:54:41,12/06/2025 às 11:03:34,12/06/2025 às 12:12:26
28329,95115433805,16/04/2025 às 06:12:46,16/04/2025 às 06:17:54,16/04/2025 às 07:13:10
28330,95115970168,07/02/2025 às 01:57:46,07/02/2025 às 01:57:46,07/02/2025 às 02:09:16
28331,95138143452,06/01/2025 às 06:22:10,06/01/2025 às 06:22:10,06/01/2025 às 06:22:55
28332,95138143452,19/01/2025 às 05:50:51,19/01/2025 às 05:59:19,19/01/2025 às 06:34:34
28333,95138143452,21/02/2025 às 10:17:24,21/02/2025 às 10:25:42,21/02/2025 às 10:44:39
28334,95138699827,20/02/2025 às 07:23:47,20/02/2025 às 07:23:47,20/02/2025 às 07:24:47
28335,95139293184,03/06/2025 às 18:15:07,03/06/2025 às 18:15:07,03/06/2025 às 18:18:59
28336,95139293184,25/03/2025 às 03:27:20,25/03/2025 às 03:31:59,25/03/2025 às 04:23:05
28337,95139293184,03/02/2025 às 07:57:51,03/02/2025 às 08:03:00,03/02/2025 às 08:51:00
28338,95139293184,30/01/2025 às 14:41:33,30/01/2025 às 14:56:12,30/01/2025 às 15:26:08
28339,95139293184,16/06/2025 às 06:30:55,16/06/2025 às 06:39:44,16/06/2025 às 07:21:12
28340,95139293184,25/02/2025 às 03:39:56,25/02/2025 às 03:53:36,25/02/2025 às 04:45:04
28341,95147531741,17/01/2025 às 03:14:20,17/01/2025 às 03:14:20,17/01/2025 às 03:18:15
28342,95147531741,18/05/2025 às 14:10:44,18/05/2025 às 14:15:25,18/05/2025 às 14:31:57
28343,95152877854,03/05/2025 às 04:40:57,03/05/2025 às 04:40:57,03/05/2025 às 04:49:43
28344,95158583364,27/05/2025 às 03:32:40,27/05/2025 às 03:32:40,27/05/2025 às 03:39:49
28345,95161566503,26/02/2025 às 01:40:18,26/02/2025 às 01:40:18,26/02/2025 às 01:42:04
28346,95171911813,12/04/2025 às 22:55:58,12/04/2025 às 22:55:58,12/04/2025 às 23:05:17
28347,95172776938,31/05/2025 às 16:30:27,31/05/2025 às 16:30:27,31/05/2025 às 16:32:10
28348,95173509648,03/03/2025 às 09:01:39,03/03/2025 às 09:01:39,03/03/2025 às 09:04:51
28349,95181443566,18/04/2025 às 20:46:29,18/04/2025 às 20:46:29,18/04/2025 às 20:55:02
28350,95189321922,06/05/2025 às 11:03:44,06/05/2025 às 11:03:44,06/05/2025 às 11:19:25
28351,95194025798,22/06/2025 às 23:32:28,22/06/2025 às 23:32:28,22/06/2025 às 23:40:21
28352,95194025798,10/03/2025 às 19:19:25,10/03/2025 às 19:23:31,10/03/2025 às 19:43:13
28353,95198841670,03/03/2025 às 11:54:17,03/03/2025 às 11:54:17,03/03/2025 às 11:57:55
28354,95200803205,01/01/2025 às 12:23:02,01/01/2025 às 12:23:02,01/01/2025 às 12:31:31
28355,95204016808,13/04/2025 às 16:51:39,13/04/2025 às 16:51:39,13/04/2025 às 16:54:53
28356,95204937255,06/03/2025 às 23:22:29,06/03/2025 às 23:22:29,06/03/2025 às 23:28:32
28357,95205296582,15/01/2025 às 23:11:24,15/01/2025 às 23:11:24,15/01/2025 às 23:16:48
28358,95209093933,12/01/2025 às 00:00:52,12/01/2025 às 00:00:52,12/01/2025 às 00:09:18
28359,95216023955,09/06/2025 às 01:34:34,09/06/2025 às 01:34:34,09/06/2025 às 01:35:58
28360,95220561133,23/03/2025 às 02:21:20,23/03/2025 às 02:21:20,23/03/2025 às 02:28:21
28361,95223045991,25/04/2025 às 08:35:00,25/04/2025 às 08:35:00,25/04/2025 às 08:36:09
28362,95224406251,02/04/2025 às 21:11:24,02/04/2025 às 21:11:24,02/04/2025 às 21:28:13
28363,95224406251,16/03/2025 às 18:42:38,16/03/2025 às 18:47:16,16/03/2025 às 19:36:10
28364,95229103882,09/03/2025 às 07:11:52,09/03/2025 às 07:11:52,09/03/2025 às 07:16:05
28365,95234848336,19/04/2025 às 00:02:39,19/04/2025 às 00:02:39,19/04/2025 às 00:03:40
28366,95236591819,20/05/2025 às 18:30:24,20/05/2025 às 18:30:24,20/05/2025 às 18:32:59
28367,95236591819,18/05/2025 às 02:01:27,18/05/2025 às 02:10:27,18/05/2025 às 02:33:33
28368,95236591819,21/04/2025 às 04:19:26,21/04/2025 às 04:29:35,21/04/2025 às 05:02:32
28369,95240567696,10/02/2025 às 02:30:32,10/02/2025 às 02:30:32,10/02/2025 às 02:39:26
28370,95241680055,04/06/2025 às 05:18:28,04/06/2025 às 05:18:28,04/06/2025 às 05:25:19
28371,95242302549,16/04/2025 às 07:37:18,16/04/2025 às 07:37:18,16/04/2025 às 07:38:38
28372,95242915280,14/05/2025 às 15:11:48,14/05/2025 às 15:11:48,14/05/2025 às 15:13:31
28373,95248249515,22/05/2025 às 14:47:14,22/05/2025 às 14:47:14,22/05/2025 às 14:55:03
28374,95250654163,17/06/2025 às 21:57:24,17/06/2025 às 21:57:24,17/06/2025 às 21:58:32
28375,95250654163,29/01/2025 às 16:42:31,29/01/2025 às 16:50:58,29/01/2025 às 17:08:36
28376,95250654163,12/01/2025 às 09:22:40,12/01/2025 às 09:24:01,12/01/2025 às 09:46:04
28377,95250654163,20/04/2025 às 02:50:00,20/04/2025 às 02:59:57,20/04/2025 às 03:10:26
28378,95250654163,25/01/2025 às 10:26:02,25/01/2025 às 10:41:11,25/01/2025 às 11:04:31
28379,95250654163,23/02/2025 às 13:10:23,23/02/2025 às 13:27:05,23/02/2025 às 13:53:37
28380,95250654163,12/04/2025 às 17:32:27,12/04/2025 às 17:37:00,12/04/2025 às 18:05:12
28381,95251098734,28/03/2025 às 06:15:15,28/03/2025 às 06:15:15,28/03/2025 às 06:22:36
28382,95263037091,13/05/2025 às 16:21:43,13/05/2025 às 16:21:43,13/05/2025 às 16:28:18
28383,95266244551,14/02/2025 às 04:40:21,14/02/2025 às 04:40:21,14/02/2025 às 04:44:52
28384,95271510581,02/02/2025 às 01:03:19,02/02/2025 às 01:03:19,02/02/2025 às 01:14:18
28385,95273146043,13/05/2025 às 07:29:27,13/05/2025 às 07:29:27,13/05/2025 às 07:43:47
28386,95273146043,01/06/2025 às 16:31:02,01/06/2025 às 16:32:34,01/06/2025 às 17:21:46
28387,95276350800,07/03/2025 às 10:00:51,07/03/2025 às 10:00:51,07/03/2025 às 10:06:07
28388,95278286554,03/05/2025 às 12:07:15,03/05/2025 às 12:07:15,03/05/2025 às 12:21:41
28389,95292808834,23/03/2025 às 22:17:33,23/03/2025 às 22:17:33,23/03/2025 às 22:26:12
28390,95292808834,28/02/2025 às 22:59:33,28/02/2025 às 22:59:44,28/02/2025 às 23:14:56
28391,95292808834,01/02/2025 às 02:36:02,01/02/2025 às 02:47:06,01/02/2025 às 03:15:42
28392,95292808834,16/04/2025 às 05:53:02,16/04/2025 às 06:09:22,16/04/2025 às 06:56:54
28393,95292808834,05/01/2025 às 08:40:35,05/01/2025 às 08:56:47,05/01/2025 às 09:59:35
28394,95292808834,13/02/2025 às 10:20:29,13/02/2025 às 10:28:33,13/02/2025 às 11:09:01
28395,95306471022,14/01/2025 às 01:43:14,14/01/2025 às 01:43:14,14/01/2025 às 01:50:05
28396,95306594614,21/03/2025 às 01:42:27,21/03/2025 às 01:42:27,21/03/2025 às 01:43:09
28397,95312539209,27/06/2025 às 15:28:46,27/06/2025 às 15:28:46,27/06/2025 às 15:36:55
28398,95316028944,26/03/2025 às 18:50:23,26/03/2025 às 18:50:23,26/03/2025 às 18:52:43
28399,95316028944,17/06/2025 às 11:44:12,17/06/2025 às 11:46:24,17/06/2025 às 12:24:57
28400,95316028944,27/01/2025 às 07:45:04,27/01/2025 às 07:52:00,27/01/2025 às 08:30:36
28401,95316028944,04/04/2025 às 08:58:26,04/04/2025 às 09:17:28,04/04/2025 às 10:16:07
28402,95316028944,12/01/2025 às 02:30:22,12/01/2025 às 02:42:43,12/01/2025 às 03:27:01
28403,95316028944,19/05/2025 às 14:43:37,19/05/2025 às 14:57:48,19/05/2025 às 15:25:00
28404,95316028944,25/06/2025 às 04:15:28,25/06/2025 às 04:32:15,25/06/2025 às 05:11:57
28405,95316028944,14/04/2025 às 04:55:46,14/04/2025 às 05:14:11,14/04/2025 às 05:38:26
28406,95316337875,27/06/2025 às 09:42:26,27/06/2025 às 09:42:26,27/06/2025 às 09:45:48
28407,95319109543,09/01/2025 às 15:56:22,09/01/2025 às 15:56:22,09/01/2025 às 16:00:42
28408,95319258990,26/06/2025 às 10:17:31,26/06/2025 às 10:17:31,26/06/2025 às 10:25:44
28409,95319347917,20/05/2025 às 15:39:40,20/05/2025 às 15:39:40,20/05/2025 às 15:41:22
28410,95325054510,06/02/2025 às 16:53:45,06/02/2025 às 16:53:45,06/02/2025 às 17:03:46
28411,95325054510,10/06/2025 às 18:52:27,10/06/2025 às 18:58:56,10/06/2025 às 19:22:59
28412,95330490366,22/04/2025 às 17:23:57,22/04/2025 às 17:23:57,22/04/2025 às 17:38:00
28413,95330729252,13/03/2025 às 12:12:16,13/03/2025 às 12:12:16,13/03/2025 às 12:14:58
28414,95331205847,21/01/2025 às 16:16:00,21/01/2025 às 16:16:00,21/01/2025 às 16:18:56
28415,95337238050,08/05/2025 às 08:31:53,08/05/2025 às 08:31:53,08/05/2025 às 08:43:31
28416,95337238050,22/01/2025 às 07:08:52,22/01/2025 às 07:16:42,22/01/2025 às 07:57:16
28417,95337238050,23/06/2025 às 17:04:29,23/06/2025 às 17:23:04,23/06/2025 às 17:39:46
28418,95345204432,22/05/2025 às 05:39:41,22/05/2025 às 05:39:41,22/05/2025 às 05:44:00
28419,95345204432,06/01/2025 às 13:56:45,06/01/2025 às 14:02:45,06/01/2025 às 14:19:56
28420,95345204432,08/02/2025 às 15:18:12,08/02/2025 às 15:27:18,08/02/2025 às 15:54:11
28421,95347499660,09/04/2025 às 05:32:49,09/04/2025 às 05:32:49,09/04/2025 às 05:33:31
28422,95351844644,17/06/2025 às 00:22:01,17/06/2025 às 00:22:01,17/06/2025 às 00:30:50
28423,95357230851,07/01/2025 às 19:09:21,07/01/2025 às 19:09:21,07/01/2025 às 19:24:05
28424,95359029892,07/02/2025 às 07:05:25,07/02/2025 às 07:05:25,07/02/2025 às 07:08:41
28425,95359333270,04/05/2025 às 23:38:48,04/05/2025 às 23:38:48,04/05/2025 às 23:45:06
28426,95360353340,05/05/2025 às 00:43:03,05/05/2025 às 00:43:03,05/05/2025 às 00:50:17
28427,95360403697,22/02/2025 às 22:18:06,22/02/2025 às 22:18:06,22/02/2025 às 22:21:03
28428,95360403697,30/04/2025 às 05:48:19,30/04/2025 às 05:55:27,30/04/2025 às 06:27:33
28429,95360688018,03/05/2025 às 22:34:31,03/05/2025 às 22:34:31,03/05/2025 às 22:39:25
28430,95363338994,07/06/2025 às 10:15:06,07/06/2025 às 10:15:06,07/06/2025 às 10:22:58
28431,95363338994,09/06/2025 às 21:58:33,09/06/2025 às 22:04:49,09/06/2025 às 22:46:37
28432,95363338994,28/06/2025 às 21:29:24,28/06/2025 às 21:43:01,28/06/2025 às 22:10:05
28433,95363338994,22/03/2025 às 20:37:15,22/03/2025 às 20:56:10,22/03/2025 às 22:03:42
28434,95363338994,03/03/2025 às 02:45:48,03/03/2025 às 02:58:51,03/03/2025 às 04:17:43
28435,95368926990,31/01/2025 às 11:45:14,31/01/2025 às 11:45:14,31/01/2025 às 11:57:21
28436,95368926990,25/03/2025 às 04:01:14,25/03/2025 às 04:01:32,25/03/2025 às 04:26:08
28437,95376820642,25/03/2025 às 04:41:26,25/03/2025 às 04:41:26,25/03/2025 às 04:42:39
28438,95376820642,27/06/2025 às 16:50:42,27/06/2025 às 16:55:33,27/06/2025 às 17:05:24
28439,95376820642,27/04/2025 às 09:48:06,27/04/2025 às 09:57:44,27/04/2025 às 10:08:17
28440,95376820642,09/06/2025 às 17:22:42,09/06/2025 às 17:24:32,09/06/2025 às 17:43:29
28441,95376820642,20/01/2025 às 21:36:48,20/01/2025 às 21:37:05,20/01/2025 às 22:05:12
28442,95376820642,05/05/2025 às 10:08:09,05/05/2025 às 10:28:06,05/05/2025 às 10:43:04
28443,95376820642,24/02/2025 às 11:44:01,24/02/2025 às 11:57:11,24/02/2025 às 12:30:21
28444,95376820642,07/04/2025 às 20:08:02,07/04/2025 às 20:23:25,07/04/2025 às 20:56:59
28445,95383706503,14/03/2025 às 04:23:36,14/03/2025 às 04:23:36,14/03/2025 às 04:36:44
28446,95383706503,28/02/2025 às 04:25:47,28/02/2025 às 04:29:12,28/02/2025 às 04:45:03
28447,95387000532,08/01/2025 às 16:00:03,08/01/2025 às 16:00:03,08/01/2025 às 16:08:42
28448,95389603229,25/02/2025 às 09:31:46,25/02/2025 às 09:31:46,25/02/2025 às 09:44:15
28449,95411089762,01/01/2025 às 00:29:23,01/01/2025 às 00:29:23,01/01/2025 às 00:38:06
28450,95417607492,02/04/2025 às 21:08:01,02/04/2025 às 21:08:01,02/04/2025 às 21:13:17
28451,95421060611,21/03/2025 às 10:20:25,21/03/2025 às 10:20:25,21/03/2025 às 10:21:26
28452,95421060611,09/05/2025 às 15:32:34,09/05/2025 às 15:40:55,09/05/2025 às 15:49:41
28453,95421060611,14/04/2025 às 11:51:34,14/04/2025 às 12:04:23,14/04/2025 às 12:14:51
28454,95421060611,13/06/2025 às 05:52:02,13/06/2025 às 06:03:15,13/06/2025 às 06:29:09
28455,95428376278,28/04/2025 às 20:23:52,28/04/2025 às 20:23:52,28/04/2025 às 20:25:37
28456,95429551064,23/06/2025 às 08:04:09,23/06/2025 às 08:04:09,23/06/2025 às 08:08:53
28457,95432701588,04/06/2025 às 06:59:32,04/06/2025 às 06:59:32,04/06/2025 às 07:09:18
28458,95437427772,25/05/2025 às 07:42:29,25/05/2025 às 07:42:29,25/05/2025 às 07:44:17
28459,95437427772,30/01/2025 às 18:36:03,30/01/2025 às 18:40:06,30/01/2025 às 18:49:19
28460,95440932316,14/05/2025 às 17:12:49,14/05/2025 às 17:12:49,14/05/2025 às 17:13:21
28461,95443271173,29/03/2025 às 01:09:30,29/03/2025 às 01:09:30,29/03/2025 às 01:24:41
28462,95443606290,24/05/2025 às 04:25:14,24/05/2025 às 04:25:14,24/05/2025 às 04:31:44
28463,95449149066,14/04/2025 às 17:20:53,14/04/2025 às 17:20:53,14/04/2025 às 17:23:55
28464,95449149066,07/03/2025 às 11:16:50,07/03/2025 às 11:19:08,07/03/2025 às 11:43:02
28465,95449149066,22/04/2025 às 21:14:19,22/04/2025 às 21:31:10,22/04/2025 às 22:01:42
28466,95449149066,15/04/2025 às 15:08:05,15/04/2025 às 15:22:37,15/04/2025 às 15:49:37
28467,95449149066,19/02/2025 às 03:12:43,19/02/2025 às 03:19:45,19/02/2025 às 04:10:25
28468,95449149066,02/03/2025 às 12:40:38,02/03/2025 às 12:46:11,02/03/2025 às 13:07:55
28469,95452330843,28/06/2025 às 19:34:58,28/06/2025 às 19:34:58,28/06/2025 às 19:38:16
28470,95454242259,31/05/2025 às 16:02:46,31/05/2025 às 16:02:46,31/05/2025 às 16:12:22
28471,95462823444,28/05/2025 às 18:48:49,28/05/2025 às 18:48:49,28/05/2025 às 18:50:39
28472,95464262102,19/03/2025 às 21:01:46,19/03/2025 às 21:01:46,19/03/2025 às 21:19:22
28473,95465400922,31/03/2025 às 17:22:20,31/03/2025 às 17:22:20,31/03/2025 às 17:36:23
28474,95468238757,20/01/2025 às 17:36:09,20/01/2025 às 17:36:09,20/01/2025 às 17:37:40
28475,95479960201,27/05/2025 às 15:00:26,27/05/2025 às 15:00:26,27/05/2025 às 15:03:21
28476,95485427986,20/03/2025 às 08:19:44,20/03/2025 às 08:19:44,20/03/2025 às 08:27:13
28477,95485590849,02/06/2025 às 06:54:21,02/06/2025 às 06:54:21,02/06/2025 às 07:11:59
28478,95485590849,03/01/2025 às 22:36:53,03/01/2025 às 22:44:50,03/01/2025 às 23:08:23
28479,95485590849,04/03/2025 às 06:26:56,04/03/2025 às 06:41:20,04/03/2025 às 07:20:00
28480,95485590849,17/02/2025 às 16:31:57,17/02/2025 às 16:44:07,17/02/2025 às 17:54:27
28481,95485590849,21/05/2025 às 08:19:55,21/05/2025 às 08:25:06,21/05/2025 às 09:24:46
28482,95485590849,28/05/2025 às 02:25:12,28/05/2025 às 02:34:31,28/05/2025 às 03:15:19
28483,95486757138,20/02/2025 às 08:10:35,20/02/2025 às 08:10:35,20/02/2025 às 08:19:50
28484,95488974846,28/05/2025 às 12:08:46,28/05/2025 às 12:08:46,28/05/2025 às 12:09:24
28485,95489458567,14/02/2025 às 04:35:18,14/02/2025 às 04:35:18,14/02/2025 às 04:35:50
28486,95491144847,22/05/2025 às 13:18:36,22/05/2025 às 13:18:36,22/05/2025 às 13:19:13
28487,95492292608,16/02/2025 às 07:06:08,16/02/2025 às 07:06:08,16/02/2025 às 07:08:44
28488,95498283258,31/03/2025 às 19:45:18,31/03/2025 às 19:45:18,31/03/2025 às 19:46:51
28489,95501081002,19/02/2025 às 20:29:23,19/02/2025 às 20:29:23,19/02/2025 às 20:33:34
28490,95501904337,13/01/2025 às 17:54:49,13/01/2025 às 17:54:49,13/01/2025 às 18:00:23
28491,95504615075,02/06/2025 às 20:36:42,02/06/2025 às 20:36:42,02/06/2025 às 20:41:48
28492,95509765361,19/04/2025 às 08:29:52,19/04/2025 às 08:29:52,19/04/2025 às 08:48:38
28493,95529612467,19/04/2025 às 03:17:56,19/04/2025 às 03:17:56,19/04/2025 às 03:22:46
28494,95543645270,16/05/2025 às 17:38:41,16/05/2025 às 17:38:41,16/05/2025 às 17:44:15
28495,95543645270,28/02/2025 às 17:41:51,28/02/2025 às 17:48:41,28/02/2025 às 18:16:35
28496,95543645270,07/06/2025 às 12:50:34,07/06/2025 às 12:59:29,07/06/2025 às 13:20:11
28497,95543645270,12/04/2025 às 03:03:01,12/04/2025 às 03:11:00,12/04/2025 às 03:18:32
28498,95543645270,21/04/2025 às 00:52:43,21/04/2025 às 00:54:30,21/04/2025 às 01:13:44
28499,95543645270,17/04/2025 às 08:51:20,17/04/2025 às 09:00:40,17/04/2025 às 09:28:22
28500,95549495858,07/06/2025 às 23:58:38,07/06/2025 às 23:58:38,08/06/2025 às 00:01:47
28501,95552403717,12/02/2025 às 23:38:32,12/02/2025 às 23:38:32,12/02/2025 às 23:49:12
28502,95557948814,24/01/2025 às 03:24:17,24/01/2025 às 03:24:17,24/01/2025 às 03:28:01
28503,95558577681,23/06/2025 às 03:05:46,23/06/2025 às 03:05:46,23/06/2025 às 03:06:22
28504,95566264136,13/05/2025 às 03:29:38,13/05/2025 às 03:29:38,13/05/2025 às 03:44:01
28505,95566488065,26/05/2025 às 02:56:47,26/05/2025 às 02:56:47,26/05/2025 às 03:03:29
28506,95566488065,01/03/2025 às 08:35:00,01/03/2025 às 08:39:40,01/03/2025 às 09:08:59
28507,95566488065,08/03/2025 às 15:17:31,08/03/2025 às 15:35:40,08/03/2025 às 15:53:25
28508,95574560949,15/06/2025 às 00:02:50,15/06/2025 às 00:02:50,15/06/2025 às 00:06:43
28509,95575319667,09/03/2025 às 06:32:54,09/03/2025 às 06:32:54,09/03/2025 às 06:34:50
28510,95583583492,25/05/2025 às 12:29:49,25/05/2025 às 12:29:49,25/05/2025 às 12:39:46
28511,95586402361,29/04/2025 às 19:52:09,29/04/2025 às 19:52:09,29/04/2025 às 19:55:25
28512,95586402361,25/02/2025 às 08:11:08,25/02/2025 às 08:21:03,25/02/2025 às 08:44:12
28513,95586629860,02/03/2025 às 21:59:15,02/03/2025 às 21:59:15,02/03/2025 às 22:02:04
28514,95586629860,28/06/2025 às 05:14:05,28/06/2025 às 05:18:36,28/06/2025 às 05:38:13
28515,95586629860,16/01/2025 às 14:56:49,16/01/2025 às 15:13:32,16/01/2025 às 15:30:53
28516,95589368477,24/04/2025 às 07:02:18,24/04/2025 às 07:02:18,24/04/2025 às 07:06:28
28517,95595624146,15/01/2025 às 23:10:37,15/01/2025 às 23:10:37,15/01/2025 às 23:29:00
28518,95614987077,04/04/2025 às 21:26:59,04/04/2025 às 21:26:59,04/04/2025 às 21:30:39
28519,95627435977,13/01/2025 às 22:55:39,13/01/2025 às 22:55:39,13/01/2025 às 23:00:57
28520,95633668160,24/02/2025 às 19:57:07,24/02/2025 às 19:57:07,24/02/2025 às 20:16:10
28521,95634898912,26/04/2025 às 01:31:19,26/04/2025 às 01:31:19,26/04/2025 às 01:33:09
28522,95636420062,29/05/2025 às 01:51:23,29/05/2025 às 01:51:23,29/05/2025 às 02:05:17
28523,95636420062,23/01/2025 às 04:44:06,23/01/2025 às 04:44:26,23/01/2025 às 05:16:50
28524,95643385715,15/04/2025 às 08:08:31,15/04/2025 às 08:08:31,15/04/2025 às 08:11:40
28525,95649514081,23/05/2025 às 12:28:52,23/05/2025 às 12:28:52,23/05/2025 às 12:44:08
28526,95651095760,13/01/2025 às 03:54:12,13/01/2025 às 03:54:12,13/01/2025 às 03:55:43
28527,95654743420,16/06/2025 às 12:50:33,16/06/2025 às 12:50:33,16/06/2025 às 12:53:31
28528,95654743420,28/01/2025 às 21:59:25,28/01/2025 às 22:07:21,28/01/2025 às 22:40:09
