id_pesquisa,id_chamado,nota_atendimento
25303,23880,2
25304,23881,4
25305,23882,2
25306,23883,3
25307,23884,3
25308,23885,2
25309,23886,3
25310,23887,3
25311,23888,3
25312,23889,4
25313,23890,3
25314,23891,3
25315,23892,3
25316,23893,2
25317,23894,3
25318,23895,2
25319,23896,2
25320,23897,2
25321,23898,3
25322,23899,2
25323,23900,3
25324,23901,4
25325,23902,3
25326,23903,2
25327,23904,4
25328,23905,3
25329,23906,3
25330,23907,4
25331,23908,5
25332,23909,2
25333,23910,2
25334,23911,4
25335,23912,3
25336,23913,3
25337,23914,2
25338,23915,2
25339,23916,2
25340,23917,2
25341,23918,3
25343,23919,2
25345,23920,3
25348,23921,3
25349,23922,3
25350,23923,4
25351,23924,5
25352,23925,4
25353,23926,4
25354,23927,3
25355,23928,3
25356,23929,3
25357,23930,2
25358,23931,5
25359,23932,3
25360,23933,2
25361,23934,3
25362,23935,3
25363,23936,3
25364,23937,3
25365,23938,2
25366,23939,2
25367,23940,3
25368,23941,3
25369,23942,3
25370,23943,3
25373,23944,2
25374,23945,3
25377,23946,3
25378,23947,3
25379,23948,3
25380,23949,3
25381,23950,2
25382,23951,3
25383,23952,3
25384,23953,4
25385,23954,3
25386,23955,3
25388,23956,2
25390,23957,3
25391,23958,4
25392,23959,2
25393,23960,2
25394,23961,5
25395,23962,2
25396,23963,4
25397,23964,4
25398,23965,3
25399,23966,3
25400,23967,2
25401,23968,4
25402,23969,4
25404,23970,3
25405,23971,3
25406,23972,5
25407,23973,3
25408,23974,5
25409,23975,3
25410,23976,5
25413,23977,3
25414,23978,2
25415,23979,3
25416,23980,3
25417,23981,3
25418,23982,3
25419,23983,2
25420,23984,3
25421,23985,3
25422,23986,3
25423,23987,3
25424,23988,2
25425,23989,4
25427,23990,2
25428,23991,2
25429,23992,2
25431,23993,3
25432,23994,2
25433,23995,3
25434,23996,3
25284,23997,
25285,23998,
25346,23999,
25372,24000,
25375,24001,
25442,24008,3
25443,24009,2
25444,24010,5
25445,24011,5
25446,24012,3
25447,24013,3
25448,24014,3
25449,24015,2
25450,24016,2
25451,24017,2
25452,24018,4
25453,24019,2
25455,24020,3
25456,24021,3
25457,24022,5
25458,24023,3
25459,24024,3
25460,24025,4
25461,24026,4
25462,24027,3
25463,24028,3
25464,24029,3
25465,24030,2
25466,24031,3
25467,24032,2
25468,24033,2
25469,24034,3
25470,24035,2
25471,24036,5
25472,24037,4
25474,24038,4
25475,24039,3
25476,24040,3
25477,24041,2
25478,24042,3
25479,24043,2
25480,24044,2
25481,24045,4
25482,24046,3
25483,24047,2
25484,24048,3
25486,24049,4
25487,24050,3
25488,24051,5
25489,24052,3
25490,24053,4
25491,24054,2
25492,24055,2
25493,24056,2
25494,24057,4
25495,24058,4
25496,24059,2
25498,24060,3
25499,24061,3
25500,24062,3
25501,24063,3
25502,24064,3
25503,24065,3
25504,24066,3
25505,24067,2
25506,24068,4
25507,24069,4
25508,24070,4
25509,24071,2
25510,24072,2
25511,24073,3
25515,24074,3
25516,24075,3
25517,24076,3
25518,24077,4
25519,24078,2
25521,24079,3
25522,24080,3
25523,24081,4
25524,24082,2
25525,24083,3
25526,24084,3
25527,24085,3
25528,24086,3
25529,24087,4
25530,24088,4
25531,24089,3
25532,24090,3
25533,24091,3
25534,24092,2
25535,24093,3
25536,24094,4
25537,24095,2
25538,24096,2
25539,24097,4
25540,24098,2
25542,24099,4
25543,24100,3
25544,24101,2
25545,24102,2
25546,24103,3
25547,24104,4
25548,24105,3
25550,24106,3
25551,24107,2
25552,24108,4
25553,24109,3
25554,24110,4
25555,24111,5
25556,24112,4
25557,24113,3
25558,24114,3
25559,24115,3
25560,24116,3
25561,24117,3
25562,24118,3
25563,24119,3
25564,24120,4
25565,24121,3
25566,24122,3
25567,24123,3
25568,24124,3
25569,24125,2
25571,24126,3
25572,24127,4
25573,24128,3
25574,24129,3
25575,24130,3
25576,24131,3
25577,24132,2
25578,24133,2
25579,24134,2
25580,24135,3
25581,24136,2
25582,24137,3
25583,24138,2
25584,24139,3
25585,24140,3
25586,24141,4
25587,24142,3
25588,24143,5
25589,24144,2
25590,24145,3
25591,24146,3
25485,24148,
25513,24149,
25514,24150,
25541,24151,
25600,24160,3
25601,24161,3
25602,24162,3
25603,24163,4
25604,24164,2
25605,24165,3
25606,24166,2
25607,24167,3
25608,24168,2
25609,24169,2
25610,24170,3
25612,24171,2
25613,24172,2
25614,24173,2
25615,24174,3
25616,24175,3
25617,24176,2
25618,24177,4
25619,24178,2
25620,24179,3
25621,24180,3
25622,24181,2
25623,24182,3
25624,24183,2
25625,24184,3
25626,24185,3
25627,24186,2
25628,24187,5
25629,24188,4
25630,24189,4
25631,24190,3
25632,24191,2
25633,24192,3
25634,24193,2
25635,24194,3
25636,24195,2
25638,24196,3
25639,24197,3
25641,24198,3
25642,24199,4
25643,24200,3
25644,24201,3
25645,24202,2
25646,24203,3
25647,24204,4
25648,24205,3
25649,24206,3
25650,24207,2
25651,24208,3
25652,24209,3
25653,24210,3
25654,24211,3
25655,24212,3
25656,24213,3
25657,24214,3
25658,24215,4
25659,24216,3
25660,24217,2
25661,24218,4
25662,24219,5
25663,24220,3
25665,24221,2
25666,24222,4
25667,24223,3
25668,24224,3
25669,24225,3
25670,24226,3
25671,24227,3
25672,24228,3
25673,24229,3
25674,24230,3
25675,24231,3
25676,24232,2
25677,24233,3
25678,24234,3
25679,24235,3
25680,24236,3
25682,24237,2
25683,24238,3
25684,24239,3
25685,24240,3
25686,24241,4
25687,24242,3
25689,24243,2
25690,24244,5
25691,24245,3
25692,24246,4
25693,24247,3
25694,24248,3
25695,24249,4
25696,24250,3
25697,24251,4
25698,24252,4
25699,24253,2
25700,24254,2
25701,24255,3
25702,24256,3
25703,24257,4
25704,24258,2
25705,24259,2
25706,24260,2
25707,24261,2
25708,24262,2
25709,24263,4
25710,24264,3
25711,24265,2
25712,24266,2
25713,24267,2
25716,24268,3
25717,24269,3
25718,24270,5
25719,24271,5
25720,24272,3
25721,24273,3
25722,24274,2
25723,24275,3
25724,24276,3
25725,24277,4
25726,24278,3
25727,24279,3
25728,24280,3
25730,24281,4
25731,24282,3
25732,24283,3
25733,24284,2
25734,24285,2
25735,24286,2
25737,24287,3
25738,24288,3
25739,24289,3
25740,24290,5
25741,24291,5
25742,24292,4
25743,24293,4
25744,24294,2
25748,24295,5
25637,24296,
25681,24297,
25729,24298,
25746,24299,
25759,24308,4
25760,24309,3
25761,24310,3
25762,24311,3
25763,24312,4
25764,24313,3
25765,24314,3
25766,24315,4
25767,24316,3
25768,24317,2
25769,24318,5
25770,24319,3
25771,24320,2
25772,24321,2
25773,24322,3
25774,24323,3
25775,24324,2
25776,24325,4
25777,24326,3
25778,24327,4
25779,24328,2
25780,24329,2
25781,24330,5
25782,24331,3
25783,24332,2
25784,24333,3
25785,24334,3
25786,24335,3
25787,24336,3
25788,24337,2
25789,24338,4
25790,24339,2
25791,24340,2
25792,24341,2
25793,24342,3
25794,24343,3
25795,24344,3
25796,24345,2
25798,24346,3
25799,24347,3
25800,24348,2
25801,24349,2
25802,24350,3
25803,24351,3
25804,24352,4
25805,24353,3
25806,24354,3
25808,24355,5
25810,24356,3
25812,24357,3
25813,24358,2
25814,24359,3
25815,24360,3
25816,24361,4
25817,24362,4
25818,24363,4
25819,24364,3
25820,24365,2
25821,24366,2
25822,24367,2
25823,24368,2
25824,24369,3
25825,24370,3
25826,24371,2
25827,24372,2
25828,24373,2
25829,24374,2
25830,24375,3
25831,24376,3
25832,24377,3
25833,24378,3
25834,24379,2
25835,24380,3
25836,24381,2
25837,24382,3
25838,24383,4
25839,24384,3
25840,24385,4
25841,24386,2
25842,24387,3
25843,24388,3
25844,24389,3
25845,24390,2
25846,24391,2
25847,24392,2
25848,24393,3
25849,24394,2
25850,24395,3
25852,24396,3
25853,24397,4
25854,24398,4
25855,24399,4
25856,24400,3
25857,24401,4
25858,24402,4
25859,24403,2
25860,24404,2
25861,24405,3
25863,24406,2
25864,24407,2
25866,24408,3
25867,24409,3
25868,24410,3
25869,24411,4
25871,24412,3
25872,24413,3
25873,24414,2
25874,24415,3
25875,24416,4
25876,24417,4
25877,24418,4
25878,24419,4
25879,24420,3
25880,24421,2
25881,24422,4
25882,24423,3
25883,24424,3
25884,24425,3
25885,24426,2
25886,24427,2
25887,24428,4
25888,24429,4
25889,24430,5
25890,24431,3
25891,24432,4
25892,24433,4
25893,24434,3
25894,24435,3
25895,24436,2
25896,24437,3
25897,24438,2
25898,24439,2
25899,24440,4
25900,24441,4
25902,24442,3
25905,24443,2
25752,24444,
25756,24445,
25807,24446,
25811,24447,
25915,24456,2
25916,24457,2
25917,24458,3
25919,24459,3
25920,24460,2
25921,24461,2
25922,24462,3
25923,24463,3
25924,24464,4
25925,24465,3
25926,24466,3
25927,24467,2
25928,24468,4
25929,24469,2
25931,24470,3
25932,24471,3
25933,24472,4
25935,24473,3
25936,24474,3
25937,24475,3
25938,24476,3
25939,24477,4
25940,24478,4
25941,24479,3
25942,24480,5
25943,24481,2
25944,24482,4
25945,24483,2
25947,24484,2
25948,24485,2
25949,24486,3
25950,24487,2
25951,24488,3
25953,24489,3
25954,24490,2
25955,24491,4
25956,24492,3
25957,24493,2
25958,24494,4
25959,24495,3
25960,24496,4
25961,24497,3
25963,24498,4
25964,24499,2
25965,24500,3
25966,24501,3
25967,24502,2
25968,24503,5
25969,24504,5
25971,24505,2
25972,24506,3
25973,24507,2
25974,24508,3
25976,24509,2
25977,24510,2
25978,24511,3
25979,24512,2
25980,24513,3
25981,24514,3
25982,24515,3
25983,24516,4
25984,24517,3
25985,24518,2
25986,24519,2
25987,24520,3
25988,24521,3
25989,24522,4
25990,24523,2
25991,24524,3
25992,24525,4
25993,24526,2
25994,24527,2
25995,24528,3
25996,24529,4
25997,24530,2
25999,24531,4
26000,24532,2
26001,24533,2
26003,24534,2
26004,24535,3
26005,24536,3
26006,24537,2
26007,24538,2
26008,24539,2
26009,24540,4
26010,24541,5
26011,24542,5
26012,24543,5
26013,24544,2
26015,24545,3
26016,24546,3
26017,24547,3
26018,24548,3
26019,24549,2
26020,24550,4
26021,24551,2
26022,24552,4
26023,24553,3
26024,24554,3
26025,24555,3
26026,24556,2
26027,24557,2
26028,24558,2
26029,24559,2
26030,24560,3
26031,24561,3
26032,24562,3
26033,24563,4
26034,24564,2
26035,24565,4
26036,24566,2
26037,24567,4
26038,24568,3
26039,24569,3
26040,24570,5
26041,24571,3
26042,24572,2
26043,24573,2
26044,24574,2
26045,24575,3
26046,24576,4
26048,24577,5
26049,24578,5
26050,24579,4
26051,24580,3
26052,24581,4
26053,24582,2
26054,24583,2
26055,24584,3
26056,24585,3
26057,24586,2
26059,24587,3
26060,24588,3
26062,24589,2
25918,24590,
25946,24591,
25962,24592,
25970,24593,
25998,24594,
26014,24595,
26058,24596,
26069,24603,2
26070,24604,2
26072,24605,2
26073,24606,4
26074,24607,3
26075,24608,3
26076,24609,4
26077,24610,4
26078,24611,2
26079,24612,3
26080,24613,3
26081,24614,3
26082,24615,2
26083,24616,3
26084,24617,2
26085,24618,4
26086,24619,4
26087,24620,3
26088,24621,3
26089,24622,3
26090,24623,3
26091,24624,3
26092,24625,2
26093,24626,2
26094,24627,4
26095,24628,3
26096,24629,3
26097,24630,3
26098,24631,3
26099,24632,3
26100,24633,3
26101,24634,2
26103,24635,2
26105,24636,3
26106,24637,2
26107,24638,2
26108,24639,2
26109,24640,3
26110,24641,4
26111,24642,4
26112,24643,2
26113,24644,2
26114,24645,4
26115,24646,4
26116,24647,3
26117,24648,3
26118,24649,3
26119,24650,3
26120,24651,3
26121,24652,2
26122,24653,2
26123,24654,3
26125,24655,4
26126,24656,3
26127,24657,2
26128,24658,3
26129,24659,3
26130,24660,2
26131,24661,3
26132,24662,3
26133,24663,3
26134,24664,3
26135,24665,3
26136,24666,3
26137,24667,2
26138,24668,2
26140,24669,2
26141,24670,3
26142,24671,2
26143,24672,3
26144,24673,2
26145,24674,2
26146,24675,2
26147,24676,3
26148,24677,4
26149,24678,3
26151,24679,3
26153,24680,3
26154,24681,4
26155,24682,3
26156,24683,3
26157,24684,3
26158,24685,3
26159,24686,3
26160,24687,4
26161,24688,3
26162,24689,4
26163,24690,3
26164,24691,4
26165,24692,3
26167,24693,2
26169,24694,2
26170,24695,4
26171,24696,3
26172,24697,2
26173,24698,3
26174,24699,3
26175,24700,4
26176,24701,2
26177,24702,3
26179,24703,2
26180,24704,3
26181,24705,3
26182,24706,3
26183,24707,4
26184,24708,3
26185,24709,3
26186,24710,3
26187,24711,2
26188,24712,3
26189,24713,3
26190,24714,3
26191,24715,4
26192,24716,5
26193,24717,4
26194,24718,4
26196,24719,3
26197,24720,3
26198,24721,2
26200,24722,3
26201,24723,3
26202,24724,3
26203,24725,3
26204,24726,5
26205,24727,4
26206,24728,3
26207,24729,5
26208,24730,5
26209,24731,5
26210,24732,2
26211,24733,4
26212,24734,2
26213,24735,3
26214,24736,2
26215,24737,2
26216,24738,4
26217,24739,2
26218,24740,2
26219,24741,2
26124,24743,
26150,24744,
26152,24745,
26166,24746,
26227,24753,3
26228,24754,2
26229,24755,3
26230,24756,4
26231,24757,3
26232,24758,2
26233,24759,3
26234,24760,4
26236,24761,3
26237,24762,3
26238,24763,2
26239,24764,5
26240,24765,3
26241,24766,3
26242,24767,5
26243,24768,2
26244,24769,2
26245,24770,3
26247,24771,3
26248,24772,2
26249,24773,3
26250,24774,4
26251,24775,4
26252,24776,3
26253,24777,3
26254,24778,3
26255,24779,3
26256,24780,2
26257,24781,2
26258,24782,3
26260,24783,3
26261,24784,3
26263,24785,3
26264,24786,3
26265,24787,3
26266,24788,5
26267,24789,3
26268,24790,3
26269,24791,3
26270,24792,2
26271,24793,4
26272,24794,4
26273,24795,2
26274,24796,2
26275,24797,3
26276,24798,4
26277,24799,3
26278,24800,3
26279,24801,3
26280,24802,2
26281,24803,3
26282,24804,2
26283,24805,3
26284,24806,2
26285,24807,3
26286,24808,2
26287,24809,3
26288,24810,3
26289,24811,3
26290,24812,3
26291,24813,3
26292,24814,2
26293,24815,2
26294,24816,3
26295,24817,3
26296,24818,5
26297,24819,2
26298,24820,2
26299,24821,3
26300,24822,2
26301,24823,4
26302,24824,4
26303,24825,4
26304,24826,3
26305,24827,3
26306,24828,3
26307,24829,3
26308,24830,2
26309,24831,2
26310,24832,3
26311,24833,2
26312,24834,3
26313,24835,4
26314,24836,3
26315,24837,3
26316,24838,3
26317,24839,2
26318,24840,4
26319,24841,2
26320,24842,3
26321,24843,4
26322,24844,3
26324,24845,2
26325,24846,4
26326,24847,4
26327,24848,3
26328,24849,4
26329,24850,3
26330,24851,3
26331,24852,5
26332,24853,5
26333,24854,3
26335,24855,3
26337,24856,2
26339,24857,3
26340,24858,2
26341,24859,2
26342,24860,2
26343,24861,2
26344,24862,2
26345,24863,3
26346,24864,3
26347,24865,3
26348,24866,2
26349,24867,4
26350,24868,2
26351,24869,2
26352,24870,4
26353,24871,5
26354,24872,5
26355,24873,4
26356,24874,2
26357,24875,3
26359,24876,4
26360,24877,3
26361,24878,3
26362,24879,3
26363,24880,4
26364,24881,4
26365,24882,3
26366,24883,3
26367,24884,2
26368,24885,3
26369,24886,3
26370,24887,3
26371,24888,3
26372,24889,2
26373,24890,3
26374,24891,2
26375,24892,4
26376,24893,2
26235,24894,
26334,24895,
26338,24896,
26383,24903,2
26384,24904,3
26385,24905,4
26386,24906,3
26387,24907,2
26388,24908,4
26389,24909,3
26390,24910,3
26391,24911,4
26392,24912,2
26393,24913,3
26394,24914,2
26395,24915,3
26396,24916,4
26397,24917,3
26398,24918,4
26399,24919,3
26400,24920,3
26401,24921,3
26402,24922,2
26403,24923,3
26404,24924,2
26405,24925,2
26406,24926,2
26407,24927,3
26409,24928,3
26410,24929,4
26411,24930,3
26412,24931,3
26414,24932,2
26415,24933,2
26416,24934,2
26417,24935,3
26418,24936,3
26419,24937,5
26420,24938,2
26421,24939,2
26422,24940,2
26423,24941,4
26425,24942,3
26426,24943,3
26427,24944,3
26428,24945,3
26429,24946,4
26430,24947,3
26432,24948,2
26434,24949,2
26435,24950,4
26436,24951,3
26437,24952,2
26439,24953,3
26440,24954,5
26441,24955,4
26442,24956,3
26443,24957,3
26444,24958,4
26445,24959,2
26446,24960,2
26447,24961,3
26448,24962,3
26449,24963,3
26450,24964,3
26451,24965,2
26452,24966,3
26453,24967,2
26454,24968,4
26455,24969,2
26456,24970,2
26457,24971,4
26458,24972,3
26459,24973,2
26460,24974,4
26461,24975,2
26462,24976,4
26463,24977,3
26464,24978,2
26465,24979,3
26466,24980,3
26467,24981,3
26468,24982,3
26469,24983,3
26471,24984,4
26472,24985,4
26473,24986,4
26474,24987,3
26475,24988,4
26476,24989,3
26477,24990,4
26478,24991,3
26479,24992,3
26480,24993,2
26481,24994,3
26482,24995,3
26483,24996,3
26485,24997,2
26486,24998,2
26487,24999,2
26488,25000,5
26489,25001,2
26490,25002,2
26491,25003,2
26492,25004,2
26493,25005,4
26494,25006,2
26495,25007,3
26496,25008,4
26498,25009,4
26499,25010,2
26500,25011,2
26501,25012,2
26502,25013,2
26503,25014,5
26504,25015,2
26505,25016,3
26506,25017,3
26507,25018,2
26508,25019,3
26509,25020,4
26510,25021,3
26511,25022,4
26512,25023,2
26513,25024,2
26514,25025,3
26515,25026,4
26516,25027,5
26518,25028,4
26519,25029,2
26520,25030,3
26521,25031,4
26522,25032,3
26523,25033,3
26524,25034,2
26525,25035,3
26526,25036,2
26528,25037,4
26529,25038,4
26530,25039,3
26531,25040,4
26532,25041,3
26533,25042,2
26408,25043,
26431,25044,
26470,25045,
26497,25046,
26527,25047,
26544,25057,2
26545,25058,4
26546,25059,4
26547,25060,2
26548,25061,5
26549,25062,3
26550,25063,2
26552,25064,5
26553,25065,4
26554,25066,2
26555,25067,2
26556,25068,2
26557,25069,3
26558,25070,2
26559,25071,2
26560,25072,3
26561,25073,3
26562,25074,4
26563,25075,2
26564,25076,3
26566,25077,3
26567,25078,2
26568,25079,3
26569,25080,4
26570,25081,2
26571,25082,3
26575,25083,3
26576,25084,3
26577,25085,3
26578,25086,4
26579,25087,4
26580,25088,3
26581,25089,4
26582,25090,2
26583,25091,2
26585,25092,3
26586,25093,2
26587,25094,3
26588,25095,2
26589,25096,2
26590,25097,5
26591,25098,3
26593,25099,3
26594,25100,2
26595,25101,3
26596,25102,2
26597,25103,2
26598,25104,2
26599,25105,3
26601,25106,3
26602,25107,3
26603,25108,5
26604,25109,2
26605,25110,2
26606,25111,4
26607,25112,3
26608,25113,3
26610,25114,5
26611,25115,4
26612,25116,4
26613,25117,3
26614,25118,3
26615,25119,2
26616,25120,4
26617,25121,3
26618,25122,3
26619,25123,4
26620,25124,4
26621,25125,3
26622,25126,3
26623,25127,2
26624,25128,2
26625,25129,4
26626,25130,2
26627,25131,2
26628,25132,2
26629,25133,3
26630,25134,3
26631,25135,4
26632,25136,2
26633,25137,2
26634,25138,3
26635,25139,3
26636,25140,2
26637,25141,3
26638,25142,4
26639,25143,4
26640,25144,5
26641,25145,3
26642,25146,4
26644,25147,2
26646,25148,2
26647,25149,3
26648,25150,3
26649,25151,4
26650,25152,3
26651,25153,3
26652,25154,4
26653,25155,3
26654,25156,2
26655,25157,2
26656,25158,3
26657,25159,4
26658,25160,3
26659,25161,4
26660,25162,2
26661,25163,3
26662,25164,3
26663,25165,4
26664,25166,4
26665,25167,2
26666,25168,3
26667,25169,3
26668,25170,4
26670,25171,5
26671,25172,3
26672,25173,3
26673,25174,4
26674,25175,3
26675,25176,3
26676,25177,2
26677,25178,2
26678,25179,3
26679,25180,3
26680,25181,2
26682,25182,2
26683,25183,4
26684,25184,3
26685,25185,3
26687,25186,2
26688,25187,4
26689,25188,3
26690,25189,2
26535,25190,
26572,25191,
26573,25192,
26592,25193,
26681,25194,
26698,25202,2
26699,25203,2
26700,25204,4
26701,25205,5
26702,25206,5
26703,25207,5
26704,25208,2
26705,25209,3
26706,25210,3
26707,25211,3
26708,25212,2
26709,25213,3
26710,25214,4
26711,25215,3
26712,25216,3
26713,25217,2
26714,25218,3
26715,25219,4
26716,25220,2
26717,25221,2
26718,25222,3
26719,25223,4
26720,25224,3
26721,25225,5
26722,25226,5
26723,25227,4
26724,25228,2
26725,25229,3
26726,25230,4
26727,25231,3
26728,25232,2
26729,25233,2
26731,25234,2
26732,25235,4
26733,25236,4
26734,25237,5
26735,25238,3
26736,25239,3
26737,25240,2
26739,25241,4
26740,25242,4
26741,25243,3
26742,25244,3
26744,25245,4
26745,25246,2
26746,25247,3
26747,25248,3
26748,25249,4
26749,25250,3
26750,25251,3
26751,25252,2
26752,25253,3
26753,25254,2
26754,25255,3
26756,25256,3
26757,25257,4
26758,25258,2
26759,25259,3
26760,25260,3
26762,25261,2
26763,25262,2
26764,25263,2
26765,25264,2
26766,25265,2
26767,25266,2
26768,25267,4
26770,25268,4
26771,25269,3
26772,25270,2
26773,25271,2
26774,25272,2
26775,25273,4
26776,25274,5
26777,25275,5
26778,25276,5
26779,25277,5
26780,25278,3
26781,25279,4
26782,25280,3
26783,25281,3
26784,25282,4
26785,25283,2
26786,25284,2
26787,25285,2
26788,25286,3
26789,25287,3
26790,25288,4
26791,25289,3
26792,25290,2
26793,25291,3
26794,25292,4
26795,25293,2
26796,25294,2
26797,25295,4
26798,25296,4
26799,25297,3
26800,25298,3
26801,25299,4
26802,25300,2
26803,25301,2
26804,25302,4
26805,25303,2
26806,25304,2
26807,25305,4
26808,25306,2
26809,25307,2
26810,25308,2
26811,25309,3
26813,25310,5
26814,25311,3
26815,25312,2
26816,25313,3
26817,25314,2
26818,25315,4
26819,25316,4
26820,25317,2
26821,25318,2
26822,25319,5
26823,25320,4
26824,25321,4
26825,25322,5
26826,25323,3
26827,25324,3
26828,25325,3
26830,25326,4
26831,25327,3
26832,25328,4
26833,25329,2
26834,25330,3
26835,25331,2
26836,25332,3
26837,25333,2
26838,25334,2
26839,25335,2
26841,25336,3
26842,25337,3
26843,25338,4
26844,25339,3
26845,25340,3
26846,25341,3
26738,25342,
26829,25343,
26856,25351,3
26857,25352,4
26858,25353,2
26859,25354,2
26860,25355,3
26861,25356,2
26862,25357,3
26863,25358,3
26864,25359,3
26865,25360,3
26866,25361,3
26867,25362,2
26871,25363,2
26872,25364,2
26873,25365,3
26874,25366,3
26875,25367,5
26876,25368,3
26877,25369,2
26878,25370,3
26880,25371,3
26881,25372,3
26882,25373,2
26883,25374,3
26884,25375,4
26885,25376,2
26886,25377,3
26887,25378,2
26888,25379,3
26889,25380,2
26891,25381,4
26892,25382,2
26893,25383,2
26894,25384,2
26895,25385,2
26896,25386,2
26898,25387,4
26899,25388,3
26900,25389,3
26901,25390,2
26903,25391,3
26905,25392,2
26906,25393,2
26907,25394,4
26908,25395,3
26909,25396,3
26910,25397,2
26911,25398,3
26912,25399,3
26913,25400,2
26914,25401,2
26915,25402,4
26916,25403,4
26917,25404,2
26918,25405,2
26919,25406,3
26920,25407,2
26921,25408,5
26922,25409,3
26923,25410,4
26924,25411,2
26925,25412,3
26926,25413,2
26927,25414,3
26928,25415,3
26929,25416,3
26930,25417,3
26931,25418,5
26932,25419,3
26933,25420,4
26934,25421,2
26935,25422,3
26936,25423,3
26937,25424,3
26938,25425,2
26939,25426,3
26940,25427,3
26941,25428,2
26942,25429,3
26943,25430,3
26944,25431,3
26945,25432,2
26946,25433,2
26947,25434,3
26948,25435,2
26949,25436,3
26950,25437,3
26951,25438,4
26952,25439,5
26953,25440,3
26954,25441,2
26956,25442,2
26957,25443,2
26958,25444,3
26959,25445,5
26960,25446,3
26961,25447,3
26962,25448,2
26963,25449,3
26964,25450,4
26965,25451,3
26966,25452,2
26967,25453,2
26968,25454,2
26969,25455,2
26970,25456,3
26971,25457,2
26972,25458,2
26973,25459,2
26975,25460,2
26976,25461,2
26977,25462,3
26978,25463,4
26979,25464,3
26980,25465,4
26981,25466,5
26982,25467,2
26983,25468,2
26984,25469,2
26985,25470,3
26986,25471,4
26987,25472,3
26988,25473,3
26989,25474,2
26990,25475,3
26992,25476,2
26994,25477,2
26995,25478,3
26996,25479,3
26997,25480,3
26999,25481,2
27000,25482,2
27001,25483,3
27002,25484,2
27003,25485,3
27004,25486,4
26879,25488,
26897,25489,
26904,25490,
26955,25491,
26998,25492,
27013,25500,4
27014,25501,2
27015,25502,3
27016,25503,3
27017,25504,2
27018,25505,2
27019,25506,2
27020,25507,2
27021,25508,3
27022,25509,3
27023,25510,3
27024,25511,2
27025,25512,2
27026,25513,4
27027,25514,4
27028,25515,3
27029,25516,4
27030,25517,4
27031,25518,2
27032,25519,2
27033,25520,2
27034,25521,3
27036,25522,3
27037,25523,3
27038,25524,5
27041,25525,3
27042,25526,3
27043,25527,3
27044,25528,3
27045,25529,3
27046,25530,3
27047,25531,3
27048,25532,4
27049,25533,3
27050,25534,4
27051,25535,3
27052,25536,2
27053,25537,2
27054,25538,2
27055,25539,2
27056,25540,3
27057,25541,3
27058,25542,3
27059,25543,3
27060,25544,3
27061,25545,2
27062,25546,2
27064,25547,2
27065,25548,2
27066,25549,3
27067,25550,3
27068,25551,3
27069,25552,3
27070,25553,4
27071,25554,2
27073,25555,5
27074,25556,2
27075,25557,4
27076,25558,2
27077,25559,3
27078,25560,3
27079,25561,4
27080,25562,3
27081,25563,3
27082,25564,4
27083,25565,4
27084,25566,4
27085,25567,2
27088,25568,2
27089,25569,4
27090,25570,4
27091,25571,3
27092,25572,3
27093,25573,4
27094,25574,3
27095,25575,2
27097,25576,2
27098,25577,5
27099,25578,5
27100,25579,3
27101,25580,4
27102,25581,4
27103,25582,2
27104,25583,2
27105,25584,4
27106,25585,4
27107,25586,3
27108,25587,3
27109,25588,3
27110,25589,2
27111,25590,3
27112,25591,3
27113,25592,3
27114,25593,3
27115,25594,3
27116,25595,3
27117,25596,2
27118,25597,4
27119,25598,4
27120,25599,4
27121,25600,3
27122,25601,3
27124,25602,3
27125,25603,4
27126,25604,4
27127,25605,3
27128,25606,2
27129,25607,3
27130,25608,4
27131,25609,2
27132,25610,3
27134,25611,2
27135,25612,2
27136,25613,3
27137,25614,4
27138,25615,3
27139,25616,2
27140,25617,3
27141,25618,3
27142,25619,2
27143,25620,5
27144,25621,4
27146,25622,3
27147,25623,4
27148,25624,3
27149,25625,4
27150,25626,3
27151,25627,2
27152,25628,2
27153,25629,2
27154,25630,4
27155,25631,2
27156,25632,4
27157,25633,3
27158,25634,2
27160,25635,3
27161,25636,3
27072,25638,
27086,25639,
27087,25640,
27096,25641,
27171,25650,4
27172,25651,3
27173,25652,3
27175,25653,3
27176,25654,3
27177,25655,2
27178,25656,3
27179,25657,2
27180,25658,3
27181,25659,3
27182,25660,4
27183,25661,4
27184,25662,4
27185,25663,4
27186,25664,3
27187,25665,2
27188,25666,2
27189,25667,3
27190,25668,4
27191,25669,2
27192,25670,5
27193,25671,2
27194,25672,3
27195,25673,4
27196,25674,4
27197,25675,3
27198,25676,2
27199,25677,3
27200,25678,2
27201,25679,2
27202,25680,3
27203,25681,3
27204,25682,5
27205,25683,4
27206,25684,3
27207,25685,3
27209,25686,2
27210,25687,2
27211,25688,4
27212,25689,3
27214,25690,3
27215,25691,3
27216,25692,3
27217,25693,2
27218,25694,3
27220,25695,4
27221,25696,4
27222,25697,4
27223,25698,4
27224,25699,4
27225,25700,3
27226,25701,3
27227,25702,3
27228,25703,3
27229,25704,3
27230,25705,4
27232,25706,5
27233,25707,5
27234,25708,3
27235,25709,2
27236,25710,3
27237,25711,2
27239,25712,3
27240,25713,4
27241,25714,3
27242,25715,3
27243,25716,3
27244,25717,2
27245,25718,3
27246,25719,2
27247,25720,2
27248,25721,2
27249,25722,2
